sofifa_id,short_name,long_name,age,dob,height_cm,weight_kg,nationality,club_name,league_name,overall,player_positions
236175,Marlion Rolim,Marlion Rômulo Rolim Nascimento,27,1992-02-29,175,70,Brazil,Cruzeiro,Campeonato Brasileiro Série A,71,CAM
236189,Túlio Sandoiro,Túlio Sebastião Sandoiro Baumer,35,1984-02-29,186,82,Brazil,CSA - AL,Campeonato Brasileiro Série A,71,ST
236999,D. Guzman,David Alberto Guzmán Pérez,29,1990-02-18,178,79,Costa Rica,Columbus Crew SC,USA Major League Soccer,71,"CDM, CM"
244792,R. Procházka,Roman Procházka,30,1989-03-14,182,77,Slovakia,Viktoria Plzeň,Czech Republic Gambrinus Liga,71,"CDM, CM"
248023,L. Filip,Lucian Ionuț Filip,28,1990-09-25,184,81,Romania,FCSB (Steaua),Romanian Liga I,71,"CDM, CB"
246045,P. De la Vega,Pedro De la Vega,18,2001-02-07,177,70,Argentina,Club Atlético Lanús,Argentina Primera División,70,RW
237681,T. Kubo,久保 建英,18,2001-06-04,173,67,Japan,Real Madrid,Spain Primera Division,70,"RM, CF"
235842,A. Pinamonti,Andrea Pinamonti,20,1999-05-19,188,72,Italy,Genoa,Italian Serie A,70,ST
236015,M. Gibbs-White,Morgan Gibbs-White,19,2000-01-27,178,70,England,Wolverhampton Wanderers,English Premier League,70,"CM, CAM"
239956,M. Boadu,Myron Boadu,18,2001-01-14,180,65,Netherlands,AZ Alkmaar,Holland Eredivisie,70,ST
240787,H. Traorè,Hamed Junior Traorè,19,2000-02-16,172,65,Ivory Coast,Sassuolo,Italian Serie A,70,"CAM, CM"
241568,C. Ferreira,Cristian Ezequiel Ferreira,19,1999-09-12,175,69,Argentina,River Plate,Argentina Primera División,70,"CM, CAM"
245149,J. Hurtado,Jan Carlos Hurtado Anchico,19,2000-03-05,183,71,Venezuela,Boca Juniors,Argentina Primera División,70,ST
246618,A. Hložek,Adam Hložek,16,2002-07-25,185,80,Czech Republic,Sparta Praha,Czech Republic Gambrinus Liga,70,"RW, ST, RM"
246791,M. Solomon,Manor Solomon,19,1999-07-24,170,62,Israel,Shakhtar Donetsk,Rest of World,70,"RM, LM, CAM"
238581,R. Vargas,Ruben Vargas,20,1998-08-05,174,68,Switzerland,FC Augsburg,German 1. Bundesliga,70,"RM, LM"
247181,G. Plata,Gonzalo Jordy Plata Jiménez,18,2000-11-01,178,65,Ecuador,Sporting CP,Portuguese Liga ZON SAGRES,70,"LW, RW"
228946,M. Svanberg,Mattias Svanberg,20,1999-01-05,185,77,Sweden,Bologna,Italian Serie A,70,"CM, RM"
233409,R. Gumny,Robert Gumny,21,1998-06-04,177,61,Poland,Lech Poznań,Polish T-Mobile Ekstraklasa,70,RB
235172,Rúben Vinagre,Rúben Gonçalo Silva Nascimento Vinagre,20,1999-04-09,174,64,Portugal,Wolverhampton Wanderers,English Premier League,70,LWB
236522,E. Brignola,Enrico Brignola,19,1999-07-08,168,71,Italy,Sassuolo,Italian Serie A,70,"CAM, RW, CF"
236624,A. Barkok,Aymen Barkok,21,1998-05-21,188,75,Germany,Fortuna Düsseldorf,German 1. Bundesliga,70,"CM, CAM"
241637,A. Tchouaméni,Aurélien Tchouaméni,19,2000-01-27,185,80,France,FC Girondins de Bordeaux,French Ligue 1,70,CM
241947,F. Amuzu,Francis Apelete Amuzu,19,1999-08-23,170,66,Belgium,RSC Anderlecht,Belgian Jupiler Pro League,70,LW
243580,I. Openda,Ikoma Loïs Openda,19,2000-02-16,174,78,Belgium,Club Brugge KV,Belgian Jupiler Pro League,70,"ST, LW"
246309,Miguel Luís,Miguel Mariz Luís,20,1999-02-27,178,73,Portugal,Sporting CP,Portuguese Liga ZON SAGRES,70,CM
252038,Romário Baró,Romário Manuel Silva Baró,19,2000-01-25,180,66,Portugal,FC Porto,Portuguese Liga ZON SAGRES,70,"CAM, RM"
226401,K. Dowell,Kieran Dowell,21,1997-10-10,185,80,England,Derby County,English League Championship,70,CAM
234577,Diogo Costa,Diogo Meireles Costa,19,1999-09-19,187,81,Portugal,FC Porto,Portuguese Liga ZON SAGRES,70,GK
237823,H. Abe,安部 裕葵,20,1999-01-28,171,65,Japan,FC Barcelona,Spain Primera Division,70,"LM, RM"
240683,L. Reis,Ludovit Reis,19,2000-06-01,178,75,Netherlands,FC Barcelona,Spain Primera Division,70,"CDM, CM"
241629,Rogério,Rogério Oliveira da Silva,21,1998-01-13,178,70,Brazil,Sassuolo,Italian Serie A,70,"LB, LM"
242997,L. Maina,Linton Maina,20,1999-06-23,173,70,Germany,Hannover 96,German 2. Bundesliga,70,"LM, RM"
244238,J. Bijol,Jaka Bijol,20,1999-02-05,190,85,Slovenia,PFC CSKA Moscow,Rest of World,70,"CDM, CM"
245940,S. Wamangituka,Silas Wamangituka,19,1999-10-06,189,84,DR Congo,VfB Stuttgart,German 2. Bundesliga,70,ST
228815,T. Roberts,Tyler Roberts,20,1999-01-12,180,75,Wales,Leeds United,English League Championship,70,"CAM, CM, ST"
233476,B. Riveros,Blás Miguel Riveros Galeano,21,1998-02-03,178,68,Paraguay,FC Basel 1893,Swiss Super League,70,LB
235526,D. Geiger,Dennis Geiger,21,1998-06-10,172,65,Germany,TSG 1899 Hoffenheim,German 1. Bundesliga,70,CM
235863,M. Varnier,Marco Varnier,21,1998-06-08,186,82,Italy,Atalanta,Italian Serie A,70,CB
237000,R. Cannon,Reggie Jacob Cannon,21,1998-06-11,180,75,United States,FC Dallas,USA Major League Soccer,70,RB
238196,A. Sigurðsson,Arnór Sigurðsson,20,1999-05-15,177,75,Iceland,PFC CSKA Moscow,Rest of World,70,"CF, CM, CAM"
238232,Han Kwang Song,Kwang Song Han,20,1998-09-11,178,70,Korea DPR,Cagliari,Italian Serie A,70,ST
242000,K. Mavropanos,Konstantinos Mavropanos,21,1997-12-11,194,88,Greece,Arsenal,English Premier League,70,CB
242079,K. Bistrović,Kristijan Bistrović,21,1998-04-09,183,75,Croatia,PFC CSKA Moscow,Rest of World,70,"CDM, CM"
244280,A. Fein,Adrian Fein,20,1999-03-18,187,78,Germany,Hamburger SV,German 2. Bundesliga,70,"CM, CDM"
244316,Luís Maximiano,Luís Manuel Arantes Maximiano,20,1999-01-05,190,82,Portugal,Sporting CP,Portuguese Liga ZON SAGRES,70,GK
244380,V. Mykolenko,Vitaliy Mykolenko,20,1999-05-29,180,71,Ukraine,Dynamo Kyiv,Rest of World,70,LB
224103,E. Aguirre,Erick Germain Aguirre Tafolla,22,1997-02-23,172,66,Mexico,Pachuca,Mexican Liga MX,70,"LM, CM"
228828,Rodri Tarín,Rodrigo Tarín Higón,22,1996-07-05,183,80,Spain,CD Leganés,Spain Primera Division,70,"CB, RB"
230800,R. Manaj,Rey Manaj,22,1997-02-24,182,76,Albania,Albacete BP,Spanish Segunda División,70,ST
231864,M. van Bergen,Mitchell van Bergen,19,1999-08-27,170,62,Netherlands,SC Heerenveen,Holland Eredivisie,70,RW
232646,C. Bravo,Claudio Nicolás Bravo,22,1997-03-13,170,72,Argentina,Club Atlético Banfield,Argentina Primera División,70,LB
233230,K. Mac Allister,Kevin Mac Allister,21,1997-11-07,175,72,Argentina,Boca Juniors,Argentina Primera División,70,"LB, RB"
233791,A. Maksimenko,Aleksandr Maksimenko,21,1998-03-19,187,81,Russia,Spartak Moscow,Rest of World,70,GK
234383,M. Schubert,Markus Schubert,21,1998-06-12,186,83,Germany,FC Schalke 04,German 1. Bundesliga,70,GK
234795,A. Bernede,Antoine Joseph Emmanuel Bernède,20,1999-05-26,177,74,France,FC Red Bull Salzburg,Austrian Football Bundesliga,70,"CM, CDM, CAM"
241489,Nolaskoain,Peru Nolaskoain Esnal,20,1998-10-25,186,80,Spain,Deportivo de La Coruña,Spanish Segunda División,70,"CB, CDM, CAM"
241607,T. Belmonte,Tomás Belmonte,21,1998-05-27,178,68,Argentina,Club Atlético Lanús,Argentina Primera División,70,"CM, CDM"
241783,K. Parks,Keaton Alexander Parks,21,1997-08-06,191,81,United States,New York City FC,USA Major League Soccer,70,"CM, CDM"
242267,J. Campuzano,Jorman David Campuzano Puentes,23,1996-04-30,175,75,Colombia,Boca Juniors,Argentina Primera División,70,"CDM, CM"
242663,S. Bornauw,Sebastiaan Bornauw,20,1999-03-22,191,88,Belgium,1. FC Köln,German 1. Bundesliga,70,CB
251217,Jean Lucas,Jean Lucas de Souza Oliveira,21,1998-06-22,181,78,Brazil,Olympique Lyonnais,French Ligue 1,70,"CM, CDM"
224494,R. Henry,Rico Henry,21,1997-07-07,170,66,England,Brentford,English League Championship,70,"LWB, LB"
225539,D. Solanke,Dominic Solanke,21,1997-09-14,187,80,England,Bournemouth,English Premier League,70,ST
226260,A. Cistana,Andrea Cistana,22,1997-04-01,177,78,Italy,Brescia,Italian Serie A,70,CB
227678,E. Konsa,Ezri Konsa Ngoyo,21,1998-04-06,183,77,England,Aston Villa,English Premier League,70,CB
229991,Fran Villalba,Francisco José Villalba Rodrigo,21,1998-05-11,168,65,Spain,Birmingham City,English League Championship,70,"LM, CM"
230686,J. Makengo,Jean-Victor Makengo,21,1998-06-12,177,75,France,Toulouse Football Club,French Ligue 1,70,CM
231685,R. Pierre-Gabriel,Ronaël Julien Pierre-Gabriel,21,1998-06-13,177,80,France,1. FSV Mainz 05,German 1. Bundesliga,70,"RB, LB"
234640,B. Jatta,Bakery Jatta,21,1998-06-06,184,79,Gambia,Hamburger SV,German 2. Bundesliga,70,"LM, RM, ST"
234728,L. Bénes,László Bénes,21,1997-09-09,181,72,Slovakia,Borussia Mönchengladbach,German 1. Bundesliga,70,"CAM, CM"
235849,M. Fofana,Mamadou Fofana,21,1998-01-21,186,75,Mali,FC Metz,French Ligue 1,70,"CDM, CB"
236046,I. Zlobin,Ivan Zlobin,22,1997-03-07,191,84,Russia,SL Benfica,Portuguese Liga ZON SAGRES,70,GK
236518,A. Nordin,Arnaud Nordin,21,1998-06-17,170,69,France,AS Saint-Étienne,French Ligue 1,70,"LM, RM"
236817,H. Maïga,Digbo G'nampa Habib Maïga,23,1996-01-01,181,80,Ivory Coast,FC Metz,French Ligue 1,70,"CDM, CM"
236836,O. Okwonkwo,Orji Okwonkwo,21,1998-01-19,173,72,Nigeria,Montreal Impact,USA Major League Soccer,70,"RW, ST, LW"
237410,V. Kravets,Vasyl Kravets,21,1997-08-20,183,79,Ukraine,CD Leganés,Spain Primera Division,70,LB
237595,M. Friedl,Marco Friedl,21,1998-03-16,187,71,Austria,SV Werder Bremen,German 1. Bundesliga,70,"CB, LB"
237994,N. Barrios,Cristian Nahuel Barrios,21,1998-05-07,156,58,Argentina,San Lorenzo de Almagro,Argentina Primera División,70,"LM, CAM, LW"
238069,G. Carrasco,Gabriel Darío Carrasco,22,1997-03-07,174,70,Argentina,Club Atlético Lanús,Argentina Primera División,70,"RB, CB"
239441,Jordi Mboula,Jordi Mboula Queralt,20,1999-03-16,183,74,Spain,KSV Cercle Brugge,Belgian Jupiler Pro League,70,"RW, RM"
240671,Y. Çetin,Yıldırım Mert Çetin,22,1997-01-01,189,85,Turkey,Roma,Italian Serie A,70,CB
242392,G. Magnani,Giangiacomo Magnani,23,1995-10-04,191,87,Italy,Brescia,Italian Serie A,70,CB
244624,Alex López,Alejandro López Moreno,22,1997-06-02,176,68,Spain,CD Lugo,Spanish Segunda División,70,CM
245368,G. Yalçın,Güven Yalçın,20,1999-01-18,184,77,Turkey,Beşiktaş JK,Turkish Süper Lig,70,"ST, LM"
251763,L. Randjelovic,Lazar Ranđelović,21,1997-08-05,177,68,Serbia,Olympiacos CFP,Rest of World,70,"LM, RM"
217167,G. Sandoval,Walter Gael Sandoval Contreras,23,1995-11-05,170,65,Mexico,Guadalajara,Mexican Liga MX,70,"LM, RM"
219091,J. Fuentes,Juan Eduardo Fuentes Jiménez,24,1995-03-21,175,72,Chile,Estudiantes de La Plata,Argentina Primera División,70,"CB, CDM"
219127,P. Galdames,Pablo Ignacio Galdames Millán,22,1996-12-30,175,68,Chile,Vélez Sarsfield,Argentina Primera División,70,"CM, CDM"
220175,O. Kemen,Olivier Michel Kemen,22,1996-07-20,177,76,France,Chamois Niortais Football Club,French Ligue 2,70,"CM, CDM"
220876,F. Honorat,Franck Honorat,22,1996-08-11,180,70,France,AS Saint-Étienne,French Ligue 1,70,RM
221282,J. Stacey,Jack Stacey,23,1996-04-06,178,62,England,Bournemouth,English Premier League,70,RB
223357,W. Kaptoum,Wilfrid Jaures Kaptoum,22,1996-07-07,170,72,Cameroon,Real Betis,Spain Primera Division,70,"CM, CDM"
228777,G. Banguera,Geovanni Banguera Delgado,23,1995-12-15,187,80,Colombia,Atlético Huila,Colombian Liga Postobón,70,GK
229528,M. Matvienko,Mykola Matvienko,23,1996-05-02,182,74,Ukraine,Shakhtar Donetsk,Rest of World,70,"CB, RB, LB"
230708,J. Worrall,Joe Worrall,22,1997-01-10,190,90,England,Nottingham Forest,English League Championship,70,CB
230774,J. Clarke-Salter,Jake Clarke-Salter,21,1997-09-22,188,70,England,Birmingham City,English League Championship,70,CB
232148,D. Sallói,Dániel Sallói,22,1996-07-19,185,68,Hungary,Sporting Kansas City,USA Major League Soccer,70,"LW, ST, RW"
235183,C. Acevedo,Carlos Acevedo López,23,1996-04-19,184,74,Mexico,Santos Laguna,Mexican Liga MX,70,GK
235407,S. Özcan,Salih Özcan,21,1998-01-11,180,74,Germany,1. FC Köln,German 1. Bundesliga,70,"CM, CDM"
235834,F. Depaoli,Fabio Depaoli,22,1997-04-24,178,71,Italy,Sampdoria,Italian Serie A,70,"RB, RM"
237844,A. Guliev,Ayaz Guliev,23,1996-02-27,169,63,Russia,Spartak Moscow,Rest of World,70,"CM, CDM"
238392,E. Owusu,Elisha Owusu,21,1997-11-07,182,72,France,KAA Gent,Belgian Jupiler Pro League,70,"CDM, CM"
239747,S. Córdova,Sergio Duvan Córdova Lezama,21,1997-08-09,188,87,Venezuela,FC Augsburg,German 1. Bundesliga,70,ST
242270,N. Špalek,Nikolas Špalek,22,1997-02-12,170,63,Slovakia,Brescia,Italian Serie A,70,"CAM, RW"
243001,A. Cicâldău,Alexandru Cicâldău,21,1997-07-08,178,76,Romania,Universitatea Craiova,Romanian Liga I,70,"CM, CDM"
243231,E. Mwepu,Enock Mwepu,21,1998-01-01,184,77,Zambia,FC Red Bull Salzburg,Austrian Football Bundesliga,70,"CM, CAM, RM"
244206,N. Pérez,Patricio Nehuen Pérez,19,2000-06-24,186,75,Argentina,Famalicão,Portuguese Liga ZON SAGRES,70,CB
244377,T. Borevković,Toni Borevković,22,1997-06-18,194,86,Croatia,Rio Ave FC,Portuguese Liga ZON SAGRES,70,CB
252304,I. Zlatanović,Igor Zlatanović,21,1998-02-10,180,75,Serbia,CD Numancia,Spanish Segunda División,70,"ST, RW"
213490,I. Brown,Isaiah Brown,22,1997-01-07,182,70,England,Luton Town,English League Championship,70,"CAM, LM"
213654,G. Kamara,Glen Adjei Kamara,23,1995-10-28,181,73,Finland,Rangers FC,Scottish Premiership,70,"CM, CDM"
213697,P. McNair,Paddy McNair,24,1995-04-27,183,72,Northern Ireland,Middlesbrough,English League Championship,70,"CDM, CM, CB"
220915,G. Moncini,Gabriele Moncini,23,1996-04-26,183,75,Italy,SPAL,Italian Serie A,70,ST
222562,R. Rúnarsson,Rúnar Alex Rúnarsson,24,1995-02-18,186,76,Iceland,Dijon FCO,French Ligue 1,70,GK
224265,J. Williams,Joe Williams,22,1996-12-08,185,68,England,Wigan Athletic,English League Championship,70,"CDM, CM"
224423,M. Wittek,Maximilian Wittek,23,1995-08-21,173,70,Germany,SpVgg Greuther Fürth,German 2. Bundesliga,70,"LB, LWB"
224836,V. Milinković-Savić,Vanja Milinković-Savić,22,1997-02-20,202,92,Serbia,Standard de Liège,Belgian Jupiler Pro League,70,GK
225441,K. Palmer,Kasey Palmer,22,1996-11-09,175,68,England,Bristol City,English League Championship,70,"CAM, RM"
225931,M. Duelund,Mikkel Duelund,22,1997-06-29,180,70,Denmark,Dynamo Kyiv,Rest of World,70,"RW, LW, CM"
227174,M. Cash,Matty Cash,21,1997-08-07,179,64,England,Nottingham Forest,English League Championship,70,"RM, LM, RB"
227186,A. Batalla,Augusto Martín Batalla Barga,23,1996-04-30,185,87,Argentina,Unión La Calera,Chilian Campeonato Nacional,70,GK
227600,J. Andersson,Eric Joel Andersson,22,1996-11-11,177,71,Sweden,FC Midtjylland,Danish Superliga,70,"RWB, LWB"
228711,B. Mansilla,Braian Ezequiel Mansilla,22,1997-04-16,180,79,Argentina,Vitória de Setúbal,Portuguese Liga ZON SAGRES,70,"LW, ST"
230717,T. Kadewere,Philana Tinotenda Kadewere,23,1996-01-05,183,72,Zimbabwe,Le Havre AC,French Ligue 2,70,ST
231588,Joan Sastre,Joan Sastre Vanrell,22,1997-04-30,174,75,Spain,RCD Mallorca,Spain Primera Division,70,"RB, LB"
232526,E. Cobbaut,Elias Cobbaut,21,1997-11-21,189,83,Belgium,RSC Anderlecht,Belgian Jupiler Pro League,70,"LB, CB, LM"
232709,D. Batallini,Damián Iván Batallini,23,1996-06-24,174,74,Argentina,Argentinos Juniors,Argentina Primera División,70,"RW, LW, LM"
233034,J. Andrada,Juan Andrada,24,1995-01-04,183,77,Argentina,Godoy Cruz,Argentina Primera División,70,"CDM, CM"
233290,R. Zhemaletdinov,Rifat Zhemaletdinov,22,1996-09-20,184,80,Russia,Lokomotiv Moscow,Rest of World,70,"RM, ST, LM"
233472,N. Sarenren Bazee,Noah Joel Sarenren Bazee,22,1996-08-21,182,70,Nigeria,FC Augsburg,German 1. Bundesliga,70,RM
234679,P. Sandler,Philippe Sandler,22,1997-02-10,190,82,Netherlands,RSC Anderlecht,Belgian Jupiler Pro League,70,CB
234837,Benny,Bernardo Oliveira Dias,22,1997-01-04,177,69,Portugal,Os Belenenses,Portuguese Liga ZON SAGRES,70,"CAM, CM"
235036,W. Faes,Wout Faes,21,1998-04-03,187,82,Belgium,KV Oostende,Belgian Jupiler Pro League,70,"CB, CDM"
236301,Koke Vegas,Jorge Ruiz Ojeda,23,1995-09-27,188,88,Spain,Deportivo de La Coruña,Spanish Segunda División,70,GK
237122,T. Guidara,Tomás Ezequiel Guidara,23,1996-03-13,173,68,Argentina,Vélez Sarsfield,Argentina Primera División,70,RB
237256,J. Ebobisse,Jeremy Ebobisse,22,1997-02-13,183,79,United States,Portland Timbers,USA Major League Soccer,70,"ST, LM"
237257,J. Yueill,Jackson William Yueill,22,1997-03-18,178,71,United States,San Jose Earthquakes,USA Major League Soccer,70,"CM, CDM"
238180,C. Spinelli,Claudio Paul Spinelli,22,1997-01-21,180,82,Argentina,Gimnasia y Esgrima La Plata,Argentina Primera División,70,ST
238225,Olabe,Roberto Olabe Del Arco,23,1996-05-05,178,70,Spain,Albacete BP,Spanish Segunda División,70,"RM, CM, LM"
239363,K. Dabila,Kouadio-Yves Dabila,22,1997-01-01,183,80,Ivory Coast,KSV Cercle Brugge,Belgian Jupiler Pro League,70,"CB, RB"
240043,F. Manojlović,Filip Manojlović,23,1996-04-25,197,82,Serbia,Getafe CF,Spain Primera Division,70,GK
240131,Gabrielzinho,Gabriel Airton de Souza,23,1996-03-29,171,64,Brazil,Rio Ave FC,Portuguese Liga ZON SAGRES,70,"RW, LW"
241070,N. Maraš,Nikola Maraš,23,1995-12-19,189,79,Serbia,UD Almería,Spanish Segunda División,70,CB
241923,Vagner,Vágner José Dias Gonçalves,23,1996-01-10,169,67,Cape Verde,AS Nancy Lorraine,French Ligue 2,70,"LW, RW, ST"
244264,A. Gojak,Amer Gojak,22,1997-02-13,184,78,Bosnia Herzegovina,Dinamo Zagreb,Rest of World,70,"CM, CAM"
246242,B. Dia,Boulaye Dia,22,1996-11-16,180,75,France,Stade de Reims,French Ligue 1,70,ST
247076,C. Oliva,Christian Gabriel Oliva Giménez,23,1996-06-01,178,77,Uruguay,Cagliari,Italian Serie A,70,CM
193794,Villalibre,Asier Villalibre Molina,21,1997-09-30,184,87,Spain,Athletic Club de Bilbao,Spain Primera Division,70,ST
212710,Joel Pereira,Joel Castro Pereira,23,1996-06-28,188,70,Portugal,Heart of Midlothian,Scottish Premiership,70,GK
212747,T. Martínez,Tomás Martínez,24,1995-03-07,172,66,Argentina,Houston Dynamo,USA Major League Soccer,70,"CAM, CM"
214025,C. Higuita,Cristian Andrés Higuita Beltrán,25,1994-01-12,175,80,Colombia,Orlando City SC,USA Major League Soccer,70,"CDM, CM"
214874,M. Bolados,Marcos Nikolas Bolados Hidalgo,23,1996-02-27,168,72,Chile,Colo-Colo,Chilian Campeonato Nacional,70,"RW, CM"
215213,A. Werner,Axel Wilfredo Werner,23,1996-02-28,191,85,Argentina,Atlético de San Luis,Mexican Liga MX,70,GK
219952,L. Henderson,Liam Henderson,23,1996-04-25,183,78,Scotland,Hellas Verona,Italian Serie A,70,CM
220386,Iván Rodríguez,Iván Rodríguez del Pozo,23,1996-04-30,180,70,Spain,Málaga CF,Spanish Segunda División,70,RB
222513,R. Aarons,Rolando Aarons,23,1995-11-16,178,76,England,Newcastle United,English Premier League,70,LM
222951,M. Rodák,Marek Rodák,22,1996-12-13,195,85,Slovakia,Fulham,English League Championship,70,GK
224841,K. Diks,Kevin Diks Bakarbessy,22,1996-10-06,185,70,Netherlands,Empoli,Italian Serie B,70,RB
225147,C. Roberts,Connor Roberts,23,1995-09-23,175,71,Wales,Swansea City,English League Championship,70,"RB, LB"
225270,I. Jeraldino,Ignacio Alejandro Jeraldino Jul,23,1995-12-06,181,79,Chile,Audax Italiano,Chilian Campeonato Nacional,70,ST
227604,F. Platte,Felix Platte,23,1996-02-11,190,86,Germany,SV Darmstadt 98,German 2. Bundesliga,70,ST
227900,N. Tripichio,Nicolás Martín Tripichio,23,1996-01-05,175,61,Argentina,Defensa y Justicia,Argentina Primera División,70,"RB, RM"
229011,K. N'Doram,Kévin N'Doram,23,1996-01-22,185,77,France,FC Metz,French Ligue 1,70,CDM
229487,L. Klünter,Lukas Klünter,23,1996-05-26,184,76,Germany,Hertha BSC,German 1. Bundesliga,70,"RB, CB"
229728,F. Kamberi,Florian Kamberi,24,1995-03-08,189,86,Switzerland,Hibernian,Scottish Premiership,70,"ST, LM"
231413,M. Verrips,Michael Verrips,22,1996-12-03,195,90,Netherlands,Sheffield United,English Premier League,70,GK
231612,R. Del Castillo,Romain Del Castillo,23,1996-03-29,172,65,France,Stade Rennais FC,French Ligue 1,70,"LM, RM"
233965,A. Castro-Montes,Alessio Castro-Montes,22,1997-05-17,175,67,Belgium,KAA Gent,Belgian Jupiler Pro League,70,"RB, RM"
234688,S. Campo,Samuele Campo,23,1995-07-06,177,70,Switzerland,FC Basel 1893,Swiss Super League,70,CAM
235389,C. Rodríguez,Carlos Alberto Rodríguez Gómez,22,1997-01-30,176,66,Mexico,Monterrey,Mexican Liga MX,70,"CM, CDM"
235927,P. Cuadra,Pablo Maximiliano Cuadra,24,1995-06-06,165,62,Argentina,Unión de Santa Fe,Argentina Primera División,70,"ST, LM"
238004,A. Guðmundsson,Albert Guðmundsson,22,1997-06-15,177,80,Iceland,AZ Alkmaar,Holland Eredivisie,70,"RW, LW, CAM"
241049,Gorosabel,Andoni Gorosabel Espinosa,22,1996-08-04,174,73,Spain,Real Sociedad,Spain Primera Division,70,RB
242041,M. Dräger,Mohamed Dräger,23,1996-06-25,180,74,Tunisia,SC Paderborn 07,German 1. Bundesliga,70,"RB, RM"
243862,J. Igbekeme,James Omonigho Igbekeme,23,1995-07-04,170,66,Nigeria,Real Zaragoza,Spanish Segunda División,70,"CM, LM, CDM"
210401,C. Donis,Christos Donis,24,1994-10-09,185,74,Greece,Panathinaikos FC,Rest of World,70,"CM, CDM"
212830,A. Mabil,Awer Bul Mabil,23,1995-09-15,179,65,Australia,FC Midtjylland,Danish Superliga,70,RW
213798,A. Mowatt,Alex Mowatt,24,1995-02-13,177,71,England,Barnsley,English League Championship,70,"CM, CDM"
215247,M. Ingvartsen,Marcus Ingvartsen,23,1996-01-04,186,84,Denmark,1. FC Union Berlin,German 1. Bundesliga,70,ST
216449,Tomás Podstawski,Tomás Martins Podstawski,24,1995-01-30,182,74,Portugal,Pogoń Szczecin,Polish T-Mobile Ekstraklasa,70,"CDM, CM"
219293,M. Helik,Michał Helik,23,1995-09-09,193,80,Poland,Cracovia,Polish T-Mobile Ekstraklasa,70,CB
220064,C. Aboagye,Clifford Aboagye,24,1995-02-11,163,55,Ghana,Querétaro,Mexican Liga MX,70,"CM, LM"
220302,B. Sanneh,Bubacarr Sanneh,24,1994-11-14,183,75,Gambia,Göztepe SK,Turkish Süper Lig,70,CB
220521,M. Bălașa,Mihai Alexandru Bălașa,24,1995-01-14,186,78,Romania,Universitatea Craiova,Romanian Liga I,70,CB
221413,R. Echeverría,Rodrigo Eduardo Echeverría Sáez,24,1995-04-07,181,73,Chile,Universidad de Chile,Chilian Campeonato Nacional,70,"CB, CM, RB"
221456,R. Burke,Reece Burke,22,1996-09-02,189,81,England,Hull City,English League Championship,70,"CB, RB"
